variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_CODE;
units = 1;
process = 0;
population = 17408;
iterations = 256;
candidates = 16;
generations = 1;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   0  Best=0.32356846  Result=0.32356846  Seed=C0A9496B  ResultHash=0311  ProgramHash=BD43
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   1  Best=0.19617301  Result=0.19617301  Seed=C0A9496C  ResultHash=206F  ProgramHash=ED91
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   2  Best=0.18769726  Result=0.18769726  Seed=C0A9496D  ResultHash=9C10  ProgramHash=3270
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   3  Best=0.14687710  Result=0.14687710  Seed=C0A9496E  ResultHash=FED8  ProgramHash=DB0E
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   4  Best=0.12354994  Result=0.12354994  Seed=C0A9496F  ResultHash=130E  ProgramHash=FEE0
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   5  Best=0.10359907  Result=0.10359907  Seed=C0A94970  ResultHash=30BF  ProgramHash=D264
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   6  Best=0.09030330  Result=0.09030330  Seed=C0A94971  ResultHash=F847  ProgramHash=38AA
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   7  Best=0.06901318  Result=0.06901318  Seed=C0A94972  ResultHash=61B6  ProgramHash=06E0
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   8  Best=0.06901318  Result=0.06901318  Seed=C0A94973  ResultHash=61B6  ProgramHash=06E0
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   9  Best=0.06290179  Result=0.06290179  Seed=C0A94974  ResultHash=A03A  ProgramHash=D366
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  10  Best=0.06290179  Result=0.06290179  Seed=C0A94975  ResultHash=A03A  ProgramHash=D366
