CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_OPTIMIZE
units = 1
processes = 0
iterations = 256
candidates = 16
generations = 100
precision = 0
evolve = FIRESTARTER_EVOLVE_BEST
attempts = 32
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=0  Age=0 *Result=0.00042725  Best=0.00042725  BestGen=0  Time=0.0000 Seconds  Run Time=1.7095 Seconds  TestError=0.00000072
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=1  Age=0 *Result=0.00010526  Best=0.00010526  BestGen=1  Time=2.7801 Seconds  Run Time=2.7801 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=2  Age=0 *Result=0.00009811  Best=0.00009811  BestGen=2  Time=0.2476 Seconds  Run Time=3.0277 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=3  Age=0 *Result=0.00009239  Best=0.00009239  BestGen=3  Time=0.2468 Seconds  Run Time=3.2745 Seconds  TestError=0.00000083
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=4  Age=0 *Result=0.00008503  Best=0.00008503  BestGen=4  Time=0.2463 Seconds  Run Time=3.5208 Seconds  TestError=0.00000057
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=5  Age=0 *Result=0.00007443  Best=0.00007443  BestGen=5  Time=0.2465 Seconds  Run Time=3.7673 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=6  Age=0 *Result=0.00007106  Best=0.00007106  BestGen=6  Time=0.2466 Seconds  Run Time=4.0139 Seconds  TestError=0.00000118
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=7  Age=0 *Result=0.00007102  Best=0.00007102  BestGen=7  Time=0.2464 Seconds  Run Time=4.2603 Seconds  TestError=0.00000122
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=8  Age=0 *Result=0.00007081  Best=0.00007081  BestGen=8  Time=0.2465 Seconds  Run Time=4.5069 Seconds  TestError=0.00000066
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=9  Age=0 *Result=0.00006963  Best=0.00006963  BestGen=9  Time=0.2462 Seconds  Run Time=4.7530 Seconds  TestError=0.00000066
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=10  Age=0 *Result=0.00006378  Best=0.00006378  BestGen=10  Time=0.2454 Seconds  Run Time=4.9984 Seconds  TestError=0.00000048
