CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
evolveSeed = 0
optimizeSeed = 0
seeds = 64
tests = 16
units = 2
processes = 2
population = 278528
iterations = 64
generations = 100
precision = 0
candidates = 16
attempts = 32

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=0  Generation=0  Age=0  Evolution=0 *Result=0.85227418  Best=0.85227418  BestSeed=0  BestGen=0  Time=73.0285 Seconds  Run Time=1033.1961 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=1  Generation=0  Age=0  Evolution=0 *Result=0.65348065  Best=0.65348065  BestSeed=0  BestGen=0  Time=0.0055 Seconds  Run Time=1033.2071 Seconds  TestError=0.00000009
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=2  Generation=0  Age=0  Evolution=0 *Result=0.20144954  Best=0.20144954  BestSeed=0  BestGen=0  Time=0.0039 Seconds  Run Time=1033.2149 Seconds  TestError=0.00000036
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=3  Generation=0  Age=0  Evolution=0 *Result=0.00024912  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0024 Seconds  Run Time=1033.2198 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=4  Generation=0  Age=0  Evolution=0  Result=0.00227338  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0006 Seconds  Run Time=1033.2209 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=5  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1033.2212 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=6  Generation=0  Age=0  Evolution=0  Result=0.63296080  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1033.2215 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=7  Generation=0  Age=0  Evolution=0  Result=0.00052226  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1033.2218 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=8  Generation=0  Age=0  Evolution=0  Result=0.93469000  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1033.2220 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=9  Generation=0  Age=0  Evolution=0  Result=0.00138924  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1033.2223 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=10  Generation=0  Age=0  Evolution=0  Result=0.63429379  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1033.2225 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=11  Generation=0  Age=0  Evolution=0  Result=0.00103955  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1033.2227 Seconds  TestError=0.00000054
