variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_RANDOM;
units = 2;
processes = 12;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 10000;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_RANDOM: Seed=1  Generation=1  Result=0.00097457  Average=0.00097457  Best=0.00097457  BestSeed=1  Time=2.2498 Seconds  Run Time=4.0190 Seconds  TestError=0.00000012  V:0=0.00046849  V:1=0.00040257  V:2=0.00097457
FIRESTARTER_RANDOM: Seed=3  Generation=3  Result=0.00161380  Average=0.00129418  Best=0.00097457  BestSeed=1  Time=1.8387 Seconds  Run Time=4.0196 Seconds  TestError=0.00000012  V:0=0.00092405  V:1=0.00027823  V:2=0.00161380
FIRESTARTER_RANDOM: Seed=4  Generation=4  Result=0.00616675  Average=0.00291837  Best=0.00097457  BestSeed=1  Time=1.2260 Seconds  Run Time=4.0203 Seconds  TestError=8.51675415  V:0=0.00616675  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=7  Generation=7  Result=0.00266081  Average=0.00285398  Best=0.00097457  BestSeed=1  Time=0.9196 Seconds  Run Time=4.0208 Seconds  TestError=8.51675415  V:0=0.00266081  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=2  Generation=2  Result=0.00086308  Average=0.00245580  Best=0.00086308  BestSeed=2  Time=0.7358 Seconds  Run Time=4.1310 Seconds  TestError=0.00000083  V:0=0.00041395  V:1=0.00008070  V:2=0.00086308
FIRESTARTER_RANDOM: Seed=6  Generation=6  Result=0.00138590  Average=0.00227748  Best=0.00086308  BestSeed=2  Time=0.6316 Seconds  Run Time=4.1315 Seconds  TestError=8.51675415  V:0=0.00138590  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=10  Generation=10  Result=0.00069271  Average=0.00205109  Best=0.00069271  BestSeed=10  Time=0.5414 Seconds  Run Time=4.2404 Seconds  TestError=0.00000063  V:0=0.00034102  V:1=0.00022888  V:2=0.00069271
FIRESTARTER_RANDOM: Seed=9  Generation=9  Result=0.09841970  Average=0.01409716  Best=0.00069271  BestSeed=10  Time=0.4873 Seconds  Run Time=4.2409 Seconds  TestError=8.51675415  V:0=0.09841970  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=8  Generation=8  Result=0.00071478  Average=0.01261023  Best=0.00069271  BestSeed=10  Time=0.4333 Seconds  Run Time=4.2415 Seconds  TestError=8.51675415  V:0=0.00071478  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=0  Generation=0  Result=0.00125349  Average=0.01147456  Best=0.00069271  BestSeed=10  Time=0.3900 Seconds  Run Time=4.2419 Seconds  TestError=7.79230595  V:0=0.00011647  V:1=0.00125349  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=11  Generation=11  Result=0.02856696  Average=0.01302841  Best=0.00069271  BestSeed=10  Time=0.3546 Seconds  Run Time=4.2423 Seconds  TestError=3.58811855  V:0=0.02856696  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=5  Generation=5  Result=0.00039327  Average=0.01197548  Best=0.00039327  BestSeed=5  Time=0.3250 Seconds  Run Time=4.3509 Seconds  TestError=0.00000006  V:0=0.00031114  V:1=0.00014979  V:2=0.00039327
